Student_ID,Gender,Age,Department,Attendance_%,Study_Hours_per_Week,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Backlogs,Internship,Scholarship,Sports_Activity,Extra_Curricular,Placement_Status
207,Female,19,Business,66.67,43,54.2,59.59,69.3,74.38,55.56,61.89,93.91,B,2,Yes,Yes,No,Yes,Placed
208,Female,24,Mathematics,72.46,13,48.6,64.87,81.24,70.0,11.11,84.0,60.43,B,2,Yes,Yes,Yes,No,Placed
209,Female,20,Mathematics,78.53,35,62.44,66.78,51.44,94.87,77.66,63.57,98.94,D,3,No,No,Yes,Yes,Not Placed
210,Male,22,CS,71.78,11,84.36,90.9,71.85,53.59,75.81,90.72,97.56,C,0,Yes,Yes,Yes,No,Placed
211,Male,20,Mathematics,70.74,21,94.97,60.27,79.94,78.31,30.76,51.48,87.12,F,1,No,No,No,Yes,Not Placed
212,Male,18,CS,86.64,39,67.46,93.54,98.37,92.31,32.86,59.52,88.83,B,0,No,Yes,Yes,Yes,Not Placed
213,Male,23,Mathematics,84.29,41,78.57,77.02,93.85,99.41,21.97,64.07,64.63,C,3,Yes,Yes,No,Yes,Placed
214,Male,21,Engineering,91.66,22,46.18,71.64,64.04,84.94,81.38,96.26,64.15,B,2,Yes,No,Yes,Yes,Not Placed
215,Male,20,Engineering,62.5,37,94.27,59.54,75.36,69.0,74.7,89.82,97.26,C,0,No,Yes,Yes,Yes,Not Placed
216,Male,22,CS,80.48,8,74.12,54.62,52.82,70.59,60.91,94.21,61.97,D,1,No,No,Yes,Yes,Placed
217,Female,18,Business,79.26,27,86.82,77.44,62.04,67.58,23.88,72.02,45.81,F,1,Yes,No,No,No,Placed
218,Male,19,Engineering,68.49,15,87.67,66.81,88.74,80.18,17.19,91.13,49.16,C,2,No,No,Yes,No,Placed
219,Female,24,CS,74.3,13,55.39,94.63,56.17,86.97,5.03,92.67,82.62,A,3,Yes,Yes,No,Yes,Not Placed
220,Male,19,Mathematics,65.69,34,71.75,69.5,62.88,90.97,4.56,70.0,62.98,B,2,No,No,No,No,Placed
221,Male,22,Mathematics,57.09,12,97.63,70.71,97.2,70.83,18.71,99.72,51.96,C,0,No,Yes,No,Yes,Not Placed
222,Male,18,CS,60.69,44,45.38,65.0,91.19,85.84,10.05,92.56,88.83,F,3,No,Yes,No,Yes,Not Placed
223,Female,21,Business,55.28,9,80.98,87.36,89.09,95.81,55.61,98.7,69.32,F,1,No,Yes,Yes,Yes,Not Placed
224,Female,20,CS,84.15,16,97.74,65.49,93.23,96.04,35.81,93.32,74.06,F,3,No,No,Yes,No,Not Placed
225,Female,18,CS,83.04,5,58.03,56.16,87.48,85.2,44.49,88.81,49.24,C,3,No,No,Yes,No,Placed
226,Female,24,Engineering,97.53,19,91.69,91.72,56.03,81.85,59.41,97.19,51.57,C,0,No,Yes,Yes,Yes,Placed
227,Male,19,CS,86.48,29,96.02,75.81,75.83,76.58,65.91,70.99,47.55,D,2,Yes,Yes,No,Yes,Placed
228,Female,24,CS,52.6,22,84.83,75.49,72.21,59.16,64.82,89.17,70.87,A,0,No,Yes,No,No,Placed
229,Male,24,Mathematics,94.21,42,53.88,76.65,65.56,56.18,26.09,60.64,86.54,C,1,Yes,No,No,No,Placed
230,Male,22,Engineering,93.13,30,60.04,83.13,91.7,74.29,80.96,86.64,83.94,D,2,No,No,No,No,Placed
231,Female,22,Mathematics,72.17,44,42.15,58.78,73.21,57.97,91.77,89.27,55.67,B,3,No,No,No,No,Not Placed
232,Female,20,Mathematics,79.29,7,89.89,42.03,53.01,78.85,31.59,85.83,91.09,A,0,No,Yes,No,Yes,Not Placed
233,Female,22,Business,98.8,26,90.98,88.64,63.75,82.29,1.71,92.49,46.34,F,3,No,Yes,No,No,Placed
234,Female,22,Business,76.62,30,77.96,47.73,61.43,76.28,89.92,70.67,46.84,A,0,Yes,Yes,Yes,No,Placed
235,Female,18,Engineering,95.27,23,61.15,83.31,94.37,51.82,92.35,77.24,90.96,B,1,Yes,Yes,No,Yes,Placed
236,Female,21,Engineering,54.15,43,44.61,44.94,82.37,52.89,5.09,50.53,54.67,C,1,No,No,Yes,Yes,Not Placed
237,Female,20,Business,59.55,40,85.18,62.52,78.02,55.67,0.5,57.3,82.49,C,0,Yes,No,No,No,Not Placed
238,Female,18,Business,72.04,25,83.59,43.78,75.33,57.68,81.64,82.21,40.54,D,1,Yes,No,No,Yes,Not Placed
239,Male,21,Business,79.24,30,94.76,71.33,82.51,99.49,30.15,78.12,45.62,C,3,Yes,Yes,No,Yes,Placed
240,Female,24,Business,90.81,17,83.83,79.19,87.74,67.22,91.46,59.87,76.56,C,2,No,Yes,No,Yes,Placed
241,Female,18,Business,99.41,40,89.72,50.29,77.72,64.6,21.67,62.17,50.94,A,0,No,Yes,Yes,No,Not Placed
242,Male,23,Mathematics,69.44,28,84.76,62.3,96.91,52.61,86.12,67.2,41.69,B,3,Yes,No,Yes,Yes,Placed
243,Female,18,Engineering,52.37,30,77.84,95.81,98.84,81.77,6.86,85.82,68.02,F,0,No,Yes,Yes,Yes,Placed
244,Male,22,Mathematics,90.06,25,65.62,66.54,99.77,82.61,26.06,80.49,59.83,F,2,No,Yes,No,Yes,Not Placed
245,Male,21,Mathematics,80.22,22,94.13,88.15,83.47,58.77,97.31,53.48,88.14,D,1,No,Yes,Yes,Yes,Placed
246,Female,20,CS,59.93,19,79.06,95.63,96.63,95.96,23.12,88.0,89.13,B,2,Yes,Yes,Yes,No,Not Placed
247,Male,20,Mathematics,74.74,19,63.9,98.46,70.22,90.02,13.3,63.13,76.87,A,2,Yes,Yes,No,No,Not Placed
248,Male,21,Business,87.12,10,45.01,93.9,92.98,61.52,85.71,83.59,57.58,F,0,Yes,No,Yes,No,Not Placed
249,Male,22,Business,88.52,35,57.44,59.04,95.46,74.29,11.78,56.17,67.7,D,2,No,Yes,No,No,Placed
250,Male,19,CS,74.98,32,72.62,97.75,95.21,72.92,9.75,99.9,82.14,C,1,No,Yes,Yes,No,Not Placed
251,Female,18,CS,65.26,12,56.54,88.74,91.54,67.43,32.34,54.02,44.16,C,0,No,Yes,Yes,No,Placed
252,Male,22,CS,98.69,33,53.27,90.23,70.33,90.88,63.53,87.09,59.95,A,1,No,Yes,No,Yes,Placed
253,Female,23,CS,83.17,25,71.64,40.91,57.95,55.46,71.07,77.07,89.34,F,2,No,No,Yes,No,Placed
254,Male,24,CS,70.41,21,50.19,97.25,66.7,70.77,88.12,54.3,64.36,C,2,No,Yes,No,No,Placed
255,Male,21,Mathematics,64.02,28,88.02,86.69,88.36,71.4,54.09,51.34,77.48,D,1,No,No,Yes,Yes,Placed
256,Male,18,CS,86.56,40,69.06,86.08,61.64,73.44,39.34,68.13,45.78,D,0,No,No,Yes,No,Not Placed
257,Male,20,Mathematics,62.11,35,74.43,44.89,73.91,93.07,35.88,90.11,86.62,F,2,Yes,No,No,Yes,Placed
258,Female,24,Engineering,58.59,38,48.84,53.95,78.27,60.91,84.69,52.06,46.03,A,3,Yes,No,Yes,Yes,Not Placed
259,Female,19,CS,76.49,6,59.47,97.74,80.19,55.15,72.38,85.22,91.69,D,2,No,No,No,No,Placed
260,Male,23,CS,64.5,7,64.61,70.04,96.79,80.89,90.54,82.77,46.4,B,2,No,No,No,No,Placed
261,Male,20,Mathematics,81.45,34,88.49,63.87,83.07,58.69,96.4,63.28,93.45,D,3,No,Yes,Yes,Yes,Not Placed
262,Female,21,Engineering,55.9,12,86.21,90.4,89.31,53.75,30.01,53.87,61.83,A,0,No,Yes,No,Yes,Placed
263,Male,18,Mathematics,82.75,11,53.38,45.24,79.09,71.33,52.97,95.77,77.47,D,0,No,No,Yes,Yes,Not Placed
264,Male,21,Mathematics,64.16,16,76.97,65.02,91.68,60.98,63.18,65.02,90.79,C,2,Yes,No,Yes,Yes,Placed
265,Male,24,CS,50.01,23,54.61,62.54,63.18,68.06,16.38,55.57,40.61,A,3,Yes,No,No,Yes,Not Placed
266,Female,18,Business,56.35,30,99.29,60.99,60.49,62.99,5.33,84.08,55.94,C,0,Yes,Yes,No,Yes,Not Placed
267,Female,22,Business,96.68,32,97.13,58.46,96.32,54.63,86.78,60.83,94.5,C,3,No,Yes,No,Yes,Placed
268,Female,19,Mathematics,93.37,19,73.8,52.6,84.67,78.02,53.55,73.78,63.29,F,3,No,No,Yes,No,Not Placed
269,Male,22,CS,61.68,18,81.93,50.37,83.58,51.35,57.08,52.52,82.38,A,3,No,No,Yes,Yes,Placed
270,Male,22,Engineering,88.92,18,88.09,78.42,73.36,98.32,55.49,99.65,48.4,C,3,No,Yes,No,No,Not Placed
271,Female,21,Business,80.43,7,83.26,95.16,68.83,67.07,75.5,72.38,80.7,F,1,No,Yes,Yes,No,Not Placed
272,Female,24,Engineering,98.55,33,81.99,70.53,77.78,84.76,14.55,99.96,44.39,F,2,Yes,No,No,No,Placed
273,Female,19,Business,68.68,10,97.51,57.88,56.03,90.52,61.4,69.28,83.04,C,1,No,No,No,Yes,Not Placed
274,Female,18,CS,84.07,27,75.79,49.55,72.74,63.96,46.95,67.39,59.43,C,3,Yes,No,Yes,No,Placed
275,Male,18,Mathematics,53.18,32,78.18,89.81,72.77,87.44,89.7,95.73,67.95,B,0,No,Yes,Yes,Yes,Placed
276,Female,23,Engineering,69.81,18,90.96,98.29,76.92,91.62,51.96,66.47,49.98,A,0,Yes,Yes,No,Yes,Placed
277,Male,20,Engineering,98.19,18,80.19,60.95,81.73,62.07,94.29,71.6,77.67,F,1,Yes,Yes,Yes,No,Placed
278,Female,23,Mathematics,76.95,24,83.98,57.46,97.87,99.62,35.33,53.91,60.25,A,3,No,Yes,Yes,Yes,Not Placed
279,Male,23,Engineering,64.39,17,54.05,76.09,82.61,51.03,96.69,97.77,63.0,F,3,Yes,No,Yes,No,Not Placed
280,Female,18,Business,56.01,31,62.28,86.52,94.19,60.85,87.52,54.26,79.13,D,0,No,Yes,No,Yes,Not Placed
281,Female,21,Mathematics,85.18,39,48.84,67.32,77.82,89.0,58.43,88.56,50.73,D,2,Yes,No,No,No,Not Placed
282,Female,22,Business,82.24,6,70.35,77.8,81.35,59.71,35.37,76.93,91.12,F,1,Yes,No,No,No,Placed
283,Female,24,Business,68.7,44,67.34,82.99,53.49,84.91,37.59,53.07,84.36,B,1,No,No,Yes,No,Not Placed
284,Male,22,CS,97.55,28,99.83,97.64,56.66,92.78,77.28,50.09,74.66,D,2,Yes,No,Yes,Yes,Not Placed
285,Female,22,Business,51.11,33,76.67,49.9,78.98,97.96,58.06,96.78,47.7,A,3,Yes,No,No,Yes,Not Placed
286,Male,19,CS,65.19,7,87.19,99.84,69.79,73.71,40.16,87.11,81.23,C,0,Yes,Yes,Yes,Yes,Placed
287,Male,18,Engineering,96.05,8,60.04,63.53,89.94,98.56,63.61,84.32,41.09,A,1,Yes,Yes,Yes,Yes,Not Placed
288,Male,24,Engineering,66.05,6,89.89,83.39,77.16,70.58,73.32,71.93,88.26,A,1,No,No,No,No,Not Placed
289,Male,21,CS,62.61,24,76.91,74.34,94.11,60.91,2.29,61.93,58.23,A,3,No,No,Yes,No,Not Placed
290,Female,19,Business,76.71,19,81.82,69.2,98.62,75.7,8.99,83.99,47.03,F,2,Yes,Yes,Yes,No,Placed
291,Male,20,Mathematics,91.19,36,57.67,81.88,57.38,82.49,9.45,80.42,49.87,F,0,No,Yes,Yes,No,Not Placed
292,Male,21,Mathematics,55.16,5,72.92,63.75,69.74,72.9,23.19,86.32,97.79,A,3,No,No,No,No,Not Placed
293,Male,23,CS,97.15,42,78.04,47.57,83.25,78.35,42.7,68.29,86.43,C,1,No,Yes,No,Yes,Not Placed
294,Female,21,Engineering,89.75,39,75.35,69.33,65.27,70.82,80.36,99.35,54.27,B,0,No,No,No,Yes,Placed
295,Female,21,Engineering,59.06,11,94.91,71.31,63.35,76.24,35.11,53.35,97.81,B,3,No,No,Yes,Yes,Placed
296,Female,22,Mathematics,85.6,17,93.9,52.11,90.69,97.63,1.75,53.99,48.41,D,1,Yes,Yes,Yes,No,Placed
297,Female,21,CS,69.25,5,98.26,96.14,99.02,74.99,48.34,95.84,84.01,D,0,No,No,Yes,Yes,Placed
298,Male,23,Mathematics,70.11,18,80.05,53.65,88.69,62.66,99.66,82.39,79.4,C,3,Yes,Yes,Yes,No,Placed
299,Male,23,Business,89.16,33,98.31,64.55,76.18,87.94,34.9,66.32,89.29,A,1,Yes,Yes,Yes,No,Placed
300,Female,18,Business,98.14,7,89.95,49.3,72.13,66.88,96.13,88.1,62.9,F,0,Yes,No,Yes,No,Placed
301,Male,21,CS,56.33,28,56.25,72.15,76.98,90.81,10.13,72.64,64.11,D,0,No,No,Yes,No,Not Placed
302,Male,22,CS,71.03,5,65.65,58.46,73.14,52.84,17.31,51.06,77.47,A,1,No,No,Yes,Yes,Placed
303,Male,21,Business,74.05,14,54.3,69.36,75.14,66.61,72.41,82.56,63.89,B,0,Yes,Yes,Yes,No,Not Placed
304,Female,20,Engineering,68.82,17,40.25,53.48,60.17,54.72,50.12,62.16,42.48,C,0,Yes,No,Yes,Yes,Placed
305,Female,20,CS,68.16,40,51.28,43.23,95.19,54.27,76.51,55.77,83.78,F,2,Yes,Yes,Yes,Yes,Placed
306,Male,22,Business,52.61,13,40.24,86.75,87.73,82.92,86.36,61.26,78.46,F,2,Yes,Yes,Yes,No,Not Placed
307,Female,18,Business,84.28,18,83.19,78.47,84.05,69.27,25.11,73.81,65.42,D,2,Yes,No,Yes,No,Placed
308,Female,18,Engineering,71.81,40,65.53,60.44,97.5,93.57,68.28,52.49,58.17,A,3,No,Yes,No,Yes,Placed
309,Female,23,Engineering,59.74,14,58.75,42.85,64.22,75.82,60.76,94.16,59.24,F,3,No,No,No,No,Placed
310,Female,23,Engineering,90.8,44,85.7,91.93,54.06,64.77,86.15,78.0,84.46,B,2,Yes,No,No,No,Placed
311,Female,19,Engineering,90.13,27,89.95,50.19,91.31,86.04,43.01,64.65,83.75,B,0,No,Yes,No,No,Not Placed
312,Male,22,Mathematics,74.32,39,98.52,95.84,99.92,81.2,5.19,84.35,89.14,C,1,Yes,No,Yes,Yes,Placed
313,Female,21,Engineering,64.92,11,78.52,68.72,78.92,89.98,57.42,90.21,85.73,C,3,Yes,No,No,Yes,Placed
314,Male,24,Mathematics,81.9,39,67.69,60.42,52.94,82.18,95.89,80.7,85.48,B,1,No,No,No,No,Not Placed
315,Male,22,CS,64.41,6,58.32,84.51,89.02,58.35,1.46,60.12,55.11,B,2,No,No,No,Yes,Not Placed
316,Female,19,Business,61.8,19,53.34,92.61,53.69,83.52,24.03,55.51,46.1,A,1,No,No,Yes,Yes,Placed
317,Male,23,Mathematics,86.53,13,52.78,62.24,77.0,69.58,31.61,92.99,85.71,F,1,Yes,No,No,Yes,Placed
318,Male,22,CS,52.02,21,64.55,64.44,63.88,73.16,76.58,61.73,45.92,A,0,No,No,Yes,No,Placed
319,Male,22,CS,54.74,43,99.51,65.99,95.75,96.08,32.33,51.0,98.93,C,0,No,Yes,No,Yes,Not Placed
320,Female,23,Mathematics,50.34,22,40.05,95.34,72.57,68.0,23.91,82.15,92.51,C,1,Yes,No,Yes,Yes,Not Placed
321,Female,19,CS,57.65,19,51.83,81.55,94.92,80.6,64.86,57.64,72.01,C,0,No,No,No,Yes,Not Placed
322,Male,23,CS,53.45,22,51.3,54.86,64.95,68.17,4.64,99.55,61.13,F,2,Yes,Yes,Yes,Yes,Not Placed
323,Female,18,Mathematics,99.79,28,83.03,51.1,69.37,54.74,17.06,93.49,71.61,D,2,Yes,No,No,Yes,Placed
324,Female,21,CS,64.44,27,61.15,53.82,97.36,72.68,40.8,80.42,84.06,C,1,Yes,No,Yes,Yes,Not Placed
325,Female,23,Engineering,57.46,16,67.44,55.81,60.07,79.85,35.56,91.69,85.38,C,3,No,Yes,No,No,Not Placed
326,Female,19,Engineering,62.05,27,48.92,53.81,78.93,70.38,34.72,73.53,44.42,A,1,Yes,No,No,Yes,Placed
327,Male,20,Business,96.81,25,64.3,79.51,69.43,69.53,10.86,89.42,88.29,A,3,Yes,Yes,No,Yes,Placed
328,Male,18,CS,76.01,30,46.19,46.96,88.71,91.02,36.08,82.33,78.49,D,3,Yes,No,Yes,No,Placed
329,Female,20,Business,68.24,12,71.98,63.24,56.46,51.48,79.8,51.43,42.43,D,3,No,Yes,Yes,Yes,Not Placed
330,Female,24,Engineering,93.67,34,45.88,77.5,71.86,64.78,41.38,97.44,58.79,D,2,No,No,Yes,No,Placed
331,Male,23,Engineering,69.75,38,87.43,57.45,84.95,90.59,58.62,93.05,70.64,D,1,Yes,Yes,Yes,No,Placed
332,Male,18,Engineering,66.75,6,74.0,43.92,70.35,96.03,16.36,97.67,51.31,A,3,Yes,Yes,No,Yes,Not Placed
333,Female,21,CS,60.36,9,83.44,44.91,52.93,70.61,6.97,86.57,49.31,C,1,No,Yes,Yes,No,Not Placed
334,Male,23,CS,68.89,35,65.11,47.56,85.26,94.44,88.0,70.6,40.86,A,0,Yes,No,No,No,Not Placed
335,Female,21,Engineering,65.83,37,62.89,90.15,75.16,59.95,33.14,60.35,94.69,B,0,Yes,Yes,Yes,Yes,Placed
336,Female,22,Business,83.87,8,45.89,79.47,50.57,61.07,35.03,59.0,43.37,B,3,No,No,No,Yes,Placed
337,Male,20,Business,64.48,10,71.43,43.87,80.63,92.31,87.77,57.25,61.96,C,2,No,Yes,Yes,Yes,Not Placed
338,Male,18,Mathematics,78.86,27,70.87,63.46,95.99,95.16,70.78,61.03,52.35,D,2,Yes,No,Yes,No,Placed
339,Female,21,Engineering,53.29,23,68.09,56.72,55.55,61.14,75.63,77.53,84.46,C,3,Yes,Yes,Yes,No,Placed
340,Female,19,Business,59.56,12,84.43,74.68,79.53,52.97,68.2,84.19,82.43,B,2,Yes,Yes,No,No,Not Placed
341,Male,21,Engineering,70.37,43,89.95,71.37,86.43,54.52,10.58,65.7,88.37,C,2,Yes,Yes,No,No,Placed
342,Female,19,Business,96.85,17,85.05,68.87,53.54,63.07,95.8,77.44,77.01,D,3,Yes,Yes,No,No,Placed
343,Male,23,Mathematics,68.86,5,48.63,58.87,51.13,88.07,90.91,67.06,75.5,A,2,Yes,No,No,No,Not Placed
344,Female,18,Mathematics,83.2,10,77.32,48.27,73.21,75.5,23.62,84.83,64.43,D,0,No,No,Yes,No,Placed
345,Male,21,Engineering,62.75,11,44.82,84.54,89.56,72.78,80.4,99.42,78.18,A,1,Yes,Yes,No,No,Not Placed
346,Male,24,Business,56.35,31,81.68,92.79,58.04,79.21,40.94,84.45,46.91,B,3,Yes,Yes,No,No,Placed
347,Male,21,CS,52.93,19,62.91,96.65,91.83,94.51,68.38,52.95,81.07,F,2,No,No,Yes,Yes,Placed
348,Female,24,Mathematics,65.27,38,47.95,43.52,82.83,54.52,16.56,73.86,46.23,C,2,No,No,Yes,No,Placed
349,Female,18,Engineering,57.88,27,91.72,84.39,66.61,84.74,53.86,88.52,91.7,F,3,Yes,No,No,Yes,Placed
350,Male,21,Engineering,58.7,28,76.84,83.59,75.79,96.34,12.66,77.11,70.34,D,0,Yes,Yes,No,Yes,Placed
351,Female,19,Business,88.04,19,61.28,96.83,98.28,60.67,53.62,97.55,71.82,A,0,No,No,Yes,Yes,Placed
352,Male,21,Engineering,50.79,39,41.84,55.17,60.82,91.89,24.36,52.74,75.09,D,0,Yes,Yes,Yes,Yes,Not Placed
353,Male,20,Mathematics,77.89,8,72.24,84.53,74.98,84.9,45.25,64.56,86.56,D,0,No,No,No,No,Placed
354,Female,23,Engineering,68.97,41,95.39,43.28,81.22,50.72,66.8,61.04,68.71,B,1,Yes,Yes,No,No,Placed
355,Female,22,Engineering,75.33,21,75.78,77.87,56.9,61.58,87.71,88.38,65.66,D,3,No,No,No,Yes,Not Placed
356,Male,19,CS,78.14,35,98.3,61.05,52.18,80.29,16.53,76.19,57.3,C,1,No,Yes,Yes,Yes,Not Placed
357,Female,20,CS,65.67,42,48.19,86.13,50.67,75.12,89.33,56.92,47.68,B,0,No,Yes,Yes,No,Placed
358,Female,24,Mathematics,64.76,14,74.1,91.8,66.23,76.4,39.0,64.28,51.42,F,0,Yes,No,No,No,Not Placed
359,Male,23,Business,86.67,31,87.89,61.89,53.7,61.6,84.38,76.13,40.03,D,3,No,No,Yes,Yes,Not Placed
360,Male,18,CS,93.56,10,71.53,71.54,90.19,83.75,51.25,99.81,92.17,F,2,Yes,Yes,Yes,No,Not Placed
361,Female,19,Business,59.63,10,45.46,47.04,99.87,63.32,86.22,68.21,85.9,C,3,Yes,No,No,Yes,Not Placed
362,Male,22,Mathematics,54.88,19,74.97,65.01,53.07,69.47,66.28,57.84,53.12,C,1,No,Yes,Yes,No,Not Placed
363,Male,23,CS,94.89,8,76.7,61.65,71.64,68.45,50.87,74.85,40.14,C,2,Yes,Yes,Yes,No,Not Placed
364,Female,24,Business,67.49,44,83.72,50.99,51.29,83.6,31.25,65.51,69.53,F,0,No,Yes,No,Yes,Placed
365,Male,22,CS,77.57,11,85.67,93.67,56.7,54.51,96.89,78.3,64.75,F,3,No,No,No,Yes,Not Placed
366,Male,18,Mathematics,67.98,30,86.25,48.89,66.15,60.28,80.09,73.34,86.56,A,2,No,No,No,No,Placed
367,Female,18,Mathematics,56.29,35,79.81,78.14,69.68,60.02,38.12,84.47,64.17,B,3,No,Yes,Yes,Yes,Placed
368,Female,24,CS,79.47,6,52.95,93.41,96.99,55.42,16.67,95.71,91.85,D,0,Yes,Yes,Yes,No,Not Placed
369,Male,19,Business,76.26,32,64.25,94.72,69.79,60.38,77.95,60.03,45.75,B,1,Yes,Yes,Yes,No,Placed
370,Male,24,Engineering,60.15,17,86.57,87.59,74.81,80.35,98.99,91.06,61.95,C,2,Yes,No,No,No,Placed
371,Female,21,Engineering,72.59,22,97.21,50.57,62.28,86.61,27.9,97.46,96.04,D,2,No,Yes,No,No,Not Placed
372,Female,18,CS,89.85,34,44.74,89.05,50.01,83.02,91.59,68.68,40.7,A,2,Yes,Yes,Yes,Yes,Not Placed
373,Female,23,Business,79.52,15,72.13,56.59,94.97,73.76,12.54,55.68,63.45,B,1,Yes,Yes,Yes,No,Not Placed
374,Female,21,Engineering,54.85,17,58.75,95.34,54.09,52.62,95.22,91.1,55.58,C,1,No,Yes,No,Yes,Not Placed
375,Male,20,Mathematics,77.4,28,53.52,82.55,98.21,97.95,74.53,85.05,71.91,D,2,No,No,No,Yes,Placed
376,Female,22,Business,85.14,33,70.35,87.12,56.54,58.4,34.66,60.64,56.73,D,2,No,Yes,No,Yes,Not Placed
377,Female,21,Engineering,89.64,9,76.37,45.1,80.24,83.42,30.46,72.26,92.19,C,2,Yes,Yes,No,No,Not Placed
378,Male,22,Business,81.46,39,40.59,74.97,99.97,95.64,64.34,78.9,96.23,F,0,No,Yes,Yes,No,Placed
379,Female,24,CS,57.63,23,86.81,89.27,56.92,84.89,59.35,58.49,90.95,B,3,Yes,Yes,No,Yes,Placed
380,Male,21,Business,85.51,17,89.19,91.7,71.2,60.9,91.89,85.75,63.91,D,0,No,No,Yes,Yes,Not Placed
381,Female,24,Engineering,83.87,9,97.93,41.72,89.02,65.79,76.62,84.49,99.4,F,0,No,Yes,Yes,Yes,Placed
382,Female,20,CS,51.22,18,50.84,96.35,51.61,51.51,54.04,94.36,84.1,A,1,Yes,No,No,Yes,Not Placed
383,Female,18,Business,70.59,42,75.67,42.6,84.49,80.64,92.76,78.36,61.34,D,2,Yes,Yes,Yes,Yes,Not Placed
384,Male,20,Mathematics,66.65,26,65.6,76.87,54.02,80.65,59.27,78.72,45.62,D,0,Yes,No,No,Yes,Placed
385,Male,18,Engineering,83.47,13,60.09,81.6,61.83,86.28,84.97,80.97,80.02,A,2,No,Yes,No,Yes,Not Placed
386,Female,24,CS,60.81,44,73.94,46.44,58.0,50.55,84.09,63.69,83.71,A,1,Yes,No,No,Yes,Not Placed
387,Male,18,Business,79.54,30,86.94,42.88,95.37,90.89,91.92,87.93,47.35,D,0,Yes,No,Yes,No,Not Placed
388,Male,22,Mathematics,95.66,9,41.38,87.09,59.02,86.94,6.76,83.12,72.98,C,2,No,No,No,No,Not Placed
389,Male,23,Engineering,89.89,33,98.16,63.08,52.02,57.04,58.38,91.96,99.23,A,1,Yes,No,Yes,No,Not Placed
390,Male,20,Mathematics,96.07,26,88.59,46.43,79.38,67.38,46.84,88.43,59.57,F,1,No,Yes,Yes,No,Placed
391,Male,21,Business,98.93,7,85.07,85.76,67.31,81.93,49.05,81.93,58.11,A,0,No,No,No,No,Placed
392,Male,20,Business,50.53,32,85.62,90.95,70.29,74.79,45.99,58.04,94.2,D,1,No,Yes,Yes,No,Not Placed
393,Female,22,CS,81.14,42,63.34,75.24,55.95,55.75,83.75,95.96,47.04,D,3,Yes,Yes,No,No,Not Placed
394,Female,18,Mathematics,70.64,18,85.1,49.67,87.41,54.37,31.84,68.36,96.01,B,1,Yes,Yes,No,No,Placed
395,Male,22,CS,92.99,18,63.21,40.91,80.08,89.07,46.28,98.21,86.77,F,0,No,Yes,Yes,No,Not Placed
396,Female,19,Engineering,62.59,15,93.92,82.05,68.21,57.8,20.07,70.09,63.45,B,2,Yes,Yes,Yes,Yes,Placed
397,Female,19,CS,99.05,13,50.63,73.01,58.58,58.6,25.17,57.3,45.01,A,3,No,No,Yes,No,Not Placed
398,Female,21,Engineering,80.69,42,57.54,79.05,79.67,91.55,66.04,94.24,41.15,B,1,No,Yes,No,Yes,Not Placed
399,Female,22,Business,89.68,10,73.08,88.79,88.93,80.61,11.69,89.75,62.55,D,2,No,No,No,Yes,Placed
400,Male,24,Business,54.28,5,59.15,66.05,65.62,80.24,18.78,89.31,82.32,C,2,No,Yes,No,No,Not Placed
401,Female,21,Mathematics,59.17,29,65.45,47.47,51.29,73.97,52.8,54.47,69.25,A,2,Yes,Yes,Yes,Yes,Not Placed
402,Female,24,Engineering,87.92,20,69.55,96.4,60.72,78.45,4.38,93.96,84.32,D,0,No,No,No,No,Not Placed
403,Male,21,Business,51.1,19,91.38,72.72,84.12,80.09,12.69,79.82,80.23,A,1,Yes,Yes,Yes,Yes,Placed
404,Male,19,Mathematics,90.84,38,71.39,76.92,99.45,98.39,86.34,73.52,74.37,B,3,No,No,Yes,No,Not Placed
405,Female,21,Mathematics,50.7,21,61.75,96.0,50.67,61.15,84.61,95.66,98.05,B,0,No,Yes,No,No,Placed
406,Female,19,CS,82.86,7,54.86,95.9,65.31,60.73,34.78,83.3,83.7,A,2,No,No,No,No,Placed
407,Female,18,Mathematics,68.25,7,64.52,74.33,53.1,52.86,34.8,56.65,94.88,A,1,No,Yes,No,No,Not Placed
408,Female,24,Business,80.57,41,70.94,57.86,65.82,82.91,93.65,75.98,54.53,B,2,No,No,Yes,Yes,Not Placed
409,Female,22,CS,84.8,21,84.77,99.83,70.3,77.45,2.58,81.83,82.82,A,3,No,No,Yes,No,Placed
410,Female,21,Engineering,67.12,42,47.26,80.85,96.04,55.56,58.03,94.93,75.87,B,2,Yes,No,No,No,Not Placed
411,Male,19,Engineering,55.4,5,53.3,64.51,54.03,68.23,59.74,63.99,95.46,A,0,Yes,Yes,Yes,Yes,Not Placed
412,Female,20,Business,53.48,11,62.78,73.59,88.86,58.93,78.79,89.71,70.63,C,0,Yes,No,Yes,Yes,Not Placed
413,Female,24,Business,79.45,30,61.62,64.95,69.78,66.57,95.18,89.99,56.78,A,3,Yes,Yes,No,No,Placed
414,Male,21,CS,76.03,43,63.5,93.3,90.56,97.56,35.58,56.4,63.09,A,3,Yes,No,No,No,Not Placed
415,Male,23,CS,87.11,23,87.61,68.95,75.67,84.17,43.78,50.86,53.13,D,1,No,Yes,Yes,No,Placed
